Brand,Country,Year,Monthly_Production_Tonnes,Avg_Item_Price_USD,Release_Cycles_Per_Year,Carbon_Emissions_tCO2e,Water_Usage_Million_Litres,Landfill_Waste_Tonnes,Avg_Worker_Wage_USD,Working_Hours_Per_Week,Child_Labor_Incidents,Return_Rate_Percent,Avg_Spend_Per_Customer_USD,Shopping_Frequency_Per_Year,Instagram_Mentions_Thousands,TikTok_Mentions_Thousands,Sentiment_Score,Social_Sentiment_Label,GDP_Contribution_Million_USD,Env_Cost_Index,Sustainability_Score,Transparency_Index,Compliance_Score,Ethical_Rating
H&M,Indonesia,2016,311.25,20.57,27,14520.57,217.35,546.97,198.02,49,1,27.08,129.39,9,7108,266,0.55,Positive,363.08,0.17,30.52,95.8,98.52,0.81
H&M,Vietnam,2024,778.32,29.55,19,3972.48,182.49,728.91,115.67,69,1,18.97,104.85,4,6851,5185,0.36,Neutral,391.17,0.55,92.24,54.12,10.43,4.67
Zara,UK,2018,386.04,19.42,27,6572.75,215.88,457.43,155.52,58,1,32.79,84.83,19,7447,2165,0.66,Negative,320.17,0.95,46.53,45.61,50.21,3.62
H&M,Germany,2023,331.11,23.41,14,17468.37,228.43,487.46,154.95,59,0,39.1,117.19,9,1001,719,-0.76,Positive,366.27,0.5,29.97,31.2,77.88,0.03
H&M,Vietnam,2016,611.77,22.99,10,3491.38,176.32,590.27,157.03,58,3,37.03,144.99,18,9829,7414,0.93,Neutral,585.22,0.4,43.99,79.19,66.49,4.47
Uniqlo,Vietnam,2018,248.8,13.43,16,14299.77,160.74,612.43,182.2,65,0,33.18,124.42,13,2695,5517,0.71,Neutral,436.99,0.54,59.93,73.2,65.51,3.65
Forever 21,Indonesia,2018,574.19,27.28,21,9826.46,213.77,769.86,199.11,54,0,33.4,109.59,13,7150,5992,-0.53,Negative,540.08,0.93,89.02,31.63,99.69,1.49
H&M,Germany,2018,630.36,26.69,19,9396.58,216.65,877.43,210.58,46,3,33.18,139.16,6,776,2192,-0.49,Neutral,835.29,0.12,22.29,67.53,92.63,1.6
Zara,Brazil,2023,459.74,24.8,25,7320.22,232.67,605.84,118.68,67,0,35.28,95.26,13,5503,85,-0.81,Negative,342.45,0.54,69.81,85.04,17.13,2.19
Zara,Indonesia,2021,373.63,15.71,23,9213.57,202.83,549.01,131.72,48,3,34.23,63.31,9,5511,697,-0.6,Positive,814.19,0.99,96.96,42.08,51.53,4.14
Forever 21,Germany,2015,424.29,21.42,8,11937.68,351.14,1056.42,132.47,64,2,26.79,120.51,19,1030,2648,-0.96,Negative,624.2,0.49,27.32,89.52,86.71,4.19
Uniqlo,Bangladesh,2016,439.27,23.67,23,8741.88,208.19,658.02,139.28,68,0,16.18,100.81,10,2477,4118,0.85,Negative,485.94,0.87,54.44,7.47,8.84,4.48
Shein,Vietnam,2017,473.17,25.12,17,7025.72,193.68,811.11,185.79,53,0,17.88,145.68,11,7758,4918,-0.59,Negative,626.75,0.6,99.29,84.37,8.59,4.21
Uniqlo,India,2023,808.6,22.33,29,8572.62,249.19,630.61,157.77,43,3,13.73,91.48,19,3592,3431,-0.17,Positive,462.45,0.45,54.34,62.94,94.7,1.36
Shein,Indonesia,2022,468.08,20.38,24,7004.22,40.04,572.41,178.07,43,1,29.6,157.28,11,9270,4965,-0.44,Neutral,614.76,0.18,73.73,61.19,93.83,4.95
Forever 21,Germany,2023,393.73,21.28,29,6710.54,131.43,1216.18,208.38,60,0,27.64,169.29,5,6316,4663,-0.95,Negative,681.33,0.91,32.69,50.72,55.69,1.57
Uniqlo,Brazil,2022,336.12,15.63,6,9308.41,15.16,450.78,122.7,64,0,34.04,130.34,16,9170,5618,0.09,Negative,633.12,0.19,82.95,13.12,31.6,1.9
Uniqlo,India,2016,197.6,11.23,8,12078.65,218.98,679.61,104.2,63,1,23.97,131.55,3,4768,3818,-0.99,Neutral,545.28,0.55,59.89,26.57,20.33,1.37
Shein,India,2020,348.03,21.77,11,10285.83,194.42,819.67,183.97,55,1,19.84,115.46,13,2653,3563,-0.52,Neutral,697.23,0.76,83.8,86.17,27.01,3.3
H&M,Germany,2018,589.92,13.42,25,7855.19,231.39,1011.68,187.28,43,4,28.42,123.97,13,4470,3928,-0.41,Neutral,490.81,0.35,67.69,92.82,25.42,4.55
Forever 21,Brazil,2019,729.84,22.94,27,7262.93,186.35,807.16,124.61,48,1,29.45,101.5,9,4954,924,-0.97,Positive,229.25,0.23,99.58,73.35,46.41,3.15
Shein,Brazil,2018,534.41,21.16,24,10090.12,240.37,1062.61,124.84,51,1,37.21,91.13,14,4075,1034,-0.95,Positive,809.66,0.92,30.19,46.6,9.11,1.91
Zara,Bangladesh,2022,631.4,19.17,11,15412.01,93.59,948.84,168.83,45,2,23.12,187.15,19,3368,3691,0.02,Negative,621.3,0.69,0.96,57.28,47.32,4.81
H&M,Brazil,2017,501.98,20.09,14,14874.35,151.28,821.51,120.06,60,0,19.69,128.9,5,8119,5844,-0.35,Positive,628.77,0.99,78.16,80.84,26.1,0.73
Uniqlo,Turkey,2020,260.5,14.68,13,9289.41,288.12,618.94,44.7,69,0,36.87,107.32,5,5770,4822,0.62,Neutral,344.39,0.91,30.46,47.43,68.83,3.97
Forever 21,Brazil,2015,570.89,33.38,14,6211.47,175.7,730.14,103.13,66,2,14.64,103.77,15,4240,7991,0.01,Positive,436.21,0.18,29.58,97.33,97.7,1.27
Zara,Germany,2020,497.52,13.62,9,14642.01,72.59,589.57,130.78,40,2,31.14,67.25,10,9271,2484,0.17,Negative,394.0,0.5,8.12,59.49,41.88,0.43
H&M,UK,2016,489.85,20.07,16,12250.85,274.29,1074.55,170.53,66,1,28.61,87.43,18,8174,5095,-0.91,Negative,440.77,0.42,57.24,50.79,4.48,4.9
H&M,Germany,2019,484.91,16.8,16,10567.9,120.6,403.79,138.13,43,3,30.06,116.23,6,7329,5512,0.79,Negative,203.8,0.87,31.21,45.7,49.36,2.6
Zara,Brazil,2020,553.85,17.62,24,8318.32,194.45,948.77,133.45,52,2,38.6,128.27,17,8796,6015,0.66,Negative,402.79,0.33,24.42,67.59,9.69,1.8
Zara,China,2023,619.99,17.64,24,7346.61,220.95,758.31,175.18,63,2,13.52,151.56,15,3423,7696,0.33,Positive,434.51,0.48,54.65,15.05,21.75,1.43
Forever 21,USA,2020,611.25,18.97,23,13827.47,178.83,874.27,139.33,59,3,37.65,157.48,4,7782,577,0.99,Neutral,549.51,0.25,25.15,16.31,33.75,1.45
H&M,China,2019,634.19,21.66,25,8381.36,110.07,907.71,183.78,56,1,39.72,147.11,13,8557,2532,-0.63,Neutral,358.56,0.14,64.18,16.45,23.33,3.76
H&M,Brazil,2022,295.93,20.86,24,10070.74,279.82,1247.63,276.53,43,2,11.62,130.19,3,7836,1651,0.22,Positive,464.86,0.4,18.16,95.42,75.54,2.56
Uniqlo,USA,2022,451.05,8.32,27,8360.57,164.24,562.43,148.63,59,0,32.97,139.55,13,1459,5923,0.18,Positive,361.74,0.91,94.26,72.68,34.78,2.45
Zara,UK,2017,670.32,21.99,22,11105.25,176.03,956.04,186.72,40,0,27.4,113.45,15,3326,1043,0.88,Neutral,704.97,0.4,47.7,81.32,40.01,2.15
Shein,UK,2023,306.2,13.38,10,18163.4,227.19,886.37,120.12,42,5,21.59,109.81,8,6495,6359,0.0,Neutral,539.38,0.91,79.53,2.85,88.13,2.26
H&M,China,2017,590.1,16.32,23,6640.58,161.49,468.65,123.43,60,1,34.54,33.43,6,9040,573,-0.4,Negative,431.22,0.37,99.2,32.62,20.52,4.11
Uniqlo,India,2015,276.99,9.56,14,10142.09,191.07,768.18,175.03,51,0,18.77,135.66,13,8712,5854,0.18,Negative,372.37,0.51,26.34,90.72,21.37,1.42
Zara,Indonesia,2016,492.78,19.52,10,13619.64,157.72,503.58,107.65,55,0,35.83,131.76,17,7930,6756,0.49,Positive,526.7,0.29,68.47,47.38,43.08,3.22
Forever 21,UK,2017,698.26,19.33,19,7362.61,172.98,532.63,124.29,62,4,23.79,123.36,6,9888,5607,-0.0,Neutral,945.33,0.98,5.9,98.66,96.77,1.46
H&M,Indonesia,2023,163.93,14.74,8,2472.92,149.18,536.21,224.12,53,0,30.16,109.12,16,6619,2504,-0.82,Neutral,578.35,0.19,88.28,40.93,68.73,4.29
Zara,Brazil,2024,291.29,16.34,6,7733.21,122.88,803.76,198.64,48,1,19.59,99.46,9,2561,165,-0.79,Neutral,633.82,0.95,45.67,55.7,18.52,1.67
H&M,UK,2024,395.69,21.88,15,12998.39,291.18,821.95,111.51,66,2,14.99,130.71,4,9104,7378,0.1,Positive,526.7,0.93,3.77,47.0,19.28,2.68
Zara,Vietnam,2021,685.2,17.99,14,17813.23,144.98,864.57,136.85,60,0,21.38,111.79,19,5074,7028,-0.69,Neutral,-12.66,0.31,22.73,96.74,64.32,0.83
H&M,Vietnam,2016,296.64,19.74,24,10612.59,182.42,1166.2,169.67,67,0,18.67,94.61,15,9062,6781,0.89,Positive,379.76,0.75,21.45,97.11,30.71,2.18
Uniqlo,Germany,2024,541.06,19.99,11,7049.94,284.07,1096.86,176.31,42,0,22.43,140.46,7,9181,5395,0.69,Positive,407.83,0.5,66.46,78.42,2.43,2.94
Zara,Turkey,2020,603.95,14.49,24,13537.55,196.14,927.07,146.09,51,2,18.82,75.69,5,6253,7158,0.81,Neutral,251.97,0.57,54.52,1.37,10.01,3.89
Shein,UK,2024,538.43,20.56,22,9141.04,231.39,839.78,115.94,66,1,12.7,93.91,5,9324,7209,-0.43,Positive,645.23,0.49,79.27,92.26,89.13,2.39
Uniqlo,Vietnam,2018,895.88,29.46,11,8369.96,142.03,801.86,271.85,46,0,15.44,107.61,18,8007,3325,-0.01,Neutral,174.75,0.28,57.43,40.78,84.93,2.08
Uniqlo,Brazil,2018,817.16,13.56,23,9231.94,149.9,842.4,87.71,59,2,23.28,158.7,8,6246,1643,0.6,Negative,759.87,0.16,56.38,30.68,26.52,2.53
Uniqlo,USA,2019,536.84,24.14,26,14819.4,249.08,951.87,143.98,48,2,37.15,87.71,3,2209,6801,-0.28,Negative,472.27,0.93,26.97,17.58,22.1,0.42
Uniqlo,Germany,2018,654.93,19.35,10,9535.67,193.34,1005.42,136.18,59,0,22.94,96.57,6,7693,7037,-0.91,Negative,395.71,0.56,5.1,45.68,62.89,3.72
Forever 21,Germany,2024,473.78,19.05,6,11259.4,221.66,867.53,144.23,67,0,33.23,145.5,12,6488,593,-0.89,Neutral,293.91,0.9,24.39,67.01,79.8,2.7
Zara,Vietnam,2015,447.53,14.57,22,6479.46,234.03,772.09,42.09,59,1,25.15,152.23,17,660,4509,-0.25,Negative,840.24,0.15,58.76,45.93,76.07,1.03
Uniqlo,Bangladesh,2022,307.15,18.73,27,11327.31,234.81,650.06,197.83,53,2,15.17,121.44,19,9523,6147,0.69,Positive,800.94,0.84,83.62,66.77,40.38,3.34
Zara,Indonesia,2019,432.77,25.05,14,11936.41,240.66,858.0,175.72,49,0,13.99,130.16,14,7283,3708,0.94,Positive,233.76,0.78,17.64,46.68,67.82,0.88
H&M,Turkey,2023,544.16,20.34,6,13114.7,274.88,661.47,179.22,65,3,11.19,126.81,7,9113,4025,0.89,Positive,293.83,0.45,79.43,63.64,24.31,4.66
Shein,UK,2019,588.7,18.08,10,9534.67,166.48,1081.75,93.89,68,2,21.22,121.8,4,5189,3929,0.04,Positive,819.87,0.92,96.74,58.16,10.33,2.87
Forever 21,India,2015,699.68,22.25,14,7457.4,218.45,605.03,154.98,41,1,35.24,95.07,9,1840,3782,0.36,Negative,822.08,0.91,75.49,83.48,78.14,4.9
Forever 21,USA,2023,387.04,23.35,12,5597.04,147.59,945.98,89.96,51,0,35.14,88.49,10,1685,482,-0.45,Negative,710.9,0.14,30.06,77.83,43.88,1.45
Forever 21,Turkey,2019,576.58,10.85,28,7445.27,186.83,852.43,221.1,67,0,23.41,119.14,18,5602,7526,0.42,Neutral,383.34,0.65,34.21,82.33,10.51,0.71
Shein,Bangladesh,2023,743.06,16.16,16,14281.43,141.87,772.02,135.36,55,0,16.38,113.01,9,8724,1049,0.72,Negative,357.91,0.13,99.35,50.26,87.27,4.53
Forever 21,USA,2018,401.8,20.11,21,4951.34,283.32,825.2,120.15,69,0,26.48,90.11,15,7732,3514,-0.76,Negative,630.43,0.6,20.09,67.28,70.86,3.8
Shein,USA,2023,544.44,23.78,27,7595.67,114.99,849.93,131.15,54,0,23.46,142.89,7,7413,7872,0.81,Negative,592.21,0.42,36.8,85.27,72.91,3.52
Zara,Bangladesh,2020,618.47,17.39,28,9087.61,211.99,932.49,127.18,41,1,11.22,189.66,19,4763,2721,0.77,Negative,180.34,0.46,69.45,8.67,20.02,3.81
Uniqlo,Indonesia,2018,913.66,23.4,12,14134.86,79.86,634.02,91.1,48,2,20.01,116.1,3,6416,2820,-0.51,Positive,525.51,0.63,45.64,49.35,66.06,1.17
H&M,China,2015,644.15,14.29,24,8084.45,295.5,954.52,171.26,60,2,26.78,142.58,4,7900,1438,0.44,Neutral,534.2,0.82,87.19,51.52,94.18,3.14
Shein,UK,2024,551.49,14.68,13,7438.29,130.11,1080.47,154.7,49,0,23.61,118.38,13,6258,137,-0.91,Negative,576.61,0.34,88.35,38.87,27.86,1.36
Uniqlo,India,2021,297.59,16.72,7,9543.58,155.47,1099.5,138.29,43,1,28.97,161.88,19,5920,3512,0.22,Negative,688.83,0.69,14.73,47.02,30.1,2.16
H&M,China,2022,361.87,22.13,23,13508.23,93.9,981.42,175.7,47,1,15.38,166.26,15,5406,7571,0.55,Neutral,731.9,0.31,23.3,72.34,73.96,0.89
Shein,China,2015,681.35,18.35,25,12961.21,256.12,747.6,183.14,40,2,24.84,71.57,19,5123,5174,-0.76,Positive,512.48,0.59,12.01,34.61,18.61,3.53
Forever 21,China,2018,532.2,25.13,27,13032.56,210.34,1140.83,89.49,67,0,17.73,46.07,18,8048,2957,0.92,Negative,525.99,0.36,65.04,69.38,19.13,1.83
Forever 21,Turkey,2022,242.85,19.01,11,4873.02,225.66,600.43,172.07,68,1,39.38,136.91,12,8600,1593,0.38,Positive,451.88,0.42,80.43,73.81,79.17,3.2
Zara,China,2019,271.44,13.93,11,15197.06,142.64,954.25,124.75,61,1,32.14,79.25,12,5322,2229,0.77,Neutral,637.81,0.25,30.95,28.23,93.74,1.02
Zara,Germany,2023,440.9,17.94,29,12535.98,206.44,847.6,100.62,43,0,11.92,119.28,14,3231,5316,-0.64,Neutral,587.4,0.32,25.57,95.16,72.98,0.67
Uniqlo,Turkey,2018,589.17,25.25,18,17370.17,171.71,554.31,152.77,45,0,27.65,116.35,14,1532,1824,0.73,Positive,361.2,0.78,5.76,6.71,55.12,2.14
H&M,India,2019,631.35,16.64,6,8934.9,156.9,499.33,152.42,56,2,18.57,149.13,15,8880,322,0.92,Positive,912.72,0.56,0.74,38.02,0.78,1.19
H&M,Indonesia,2016,208.13,17.5,27,4979.58,266.12,999.36,168.83,52,1,13.66,106.26,14,8335,6788,-0.84,Positive,693.35,0.69,90.89,28.77,26.93,3.09
Shein,India,2024,568.49,21.71,27,8999.59,216.18,558.9,148.14,53,2,23.92,68.5,12,3570,1332,0.79,Neutral,423.59,0.63,69.02,2.95,51.18,3.61
Zara,Turkey,2021,554.13,16.17,9,9682.41,276.06,486.75,151.03,47,1,28.58,152.62,16,7901,4424,0.78,Positive,375.16,0.88,65.29,50.08,87.46,2.6
H&M,USA,2017,713.82,12.74,9,10521.39,213.7,754.38,212.38,64,0,21.23,103.06,11,7658,7147,0.55,Neutral,734.26,0.77,65.02,85.36,49.31,0.91
H&M,Vietnam,2018,516.67,20.35,24,9387.48,171.75,671.91,134.68,59,2,36.77,122.14,17,5482,5494,-0.98,Positive,483.48,0.39,38.29,76.1,4.76,1.06
Uniqlo,Brazil,2022,396.88,26.43,26,12918.88,197.44,674.38,53.64,57,1,34.06,118.14,12,1159,565,-0.44,Neutral,203.67,0.56,26.71,10.26,79.92,3.51
Zara,Brazil,2024,518.81,19.14,29,13660.02,179.05,682.94,197.64,56,0,24.47,191.65,8,2008,5127,-0.41,Negative,454.01,0.93,0.82,12.21,73.33,1.32
Zara,USA,2021,617.47,22.63,27,8869.25,180.36,671.3,108.55,52,1,36.22,126.81,15,1436,5447,0.64,Positive,376.76,0.51,46.66,78.09,77.13,4.33
Zara,UK,2023,334.96,22.55,16,14140.96,311.46,1017.59,44.89,55,0,22.37,89.24,8,9542,505,0.75,Positive,526.74,0.37,74.74,60.6,50.28,4.6
Uniqlo,Turkey,2020,274.06,26.75,13,12945.62,153.87,879.47,227.91,60,0,34.97,149.75,10,3235,5928,0.45,Negative,823.91,0.27,97.53,36.66,41.21,2.02
Forever 21,USA,2022,418.82,23.04,16,10288.89,225.47,572.66,177.21,60,0,36.67,129.06,16,7266,5288,0.36,Positive,307.9,0.19,61.63,98.36,52.81,1.43
Zara,UK,2020,198.91,25.11,16,8688.61,208.73,739.66,46.08,46,0,28.71,161.34,13,192,4949,-0.67,Positive,423.09,0.33,18.92,2.43,4.62,4.18
Uniqlo,Germany,2023,443.52,21.59,8,7145.56,181.44,703.13,74.11,58,1,26.73,100.87,16,436,3652,0.1,Positive,298.47,0.91,68.82,13.58,11.61,4.56
Forever 21,India,2019,621.89,19.88,6,14441.39,170.49,486.39,141.55,61,1,28.12,70.42,15,1092,5822,-0.94,Positive,685.22,0.62,70.92,24.6,10.69,1.06
Uniqlo,UK,2022,424.5,31.0,11,8978.11,208.45,952.28,94.54,51,1,15.0,98.24,5,1363,3624,-0.94,Negative,454.2,0.17,19.86,78.69,79.92,4.98
H&M,Germany,2024,374.5,17.18,22,6503.25,119.5,847.84,204.71,47,0,14.38,145.61,7,4045,5522,0.04,Negative,895.09,0.45,7.71,13.33,1.17,4.99
Forever 21,China,2017,594.6,23.03,9,10853.45,299.83,1033.06,123.52,56,1,33.56,144.85,8,8454,2861,0.99,Positive,409.2,0.5,99.91,38.57,34.79,4.57
Uniqlo,Germany,2020,388.79,10.7,9,12041.37,185.01,846.82,116.81,57,0,10.05,121.68,12,4426,2894,-0.36,Negative,520.09,0.32,36.98,14.31,75.25,4.23
Uniqlo,India,2024,590.27,19.92,20,5949.71,268.9,743.65,228.14,67,1,35.38,153.13,18,1720,3009,0.12,Positive,321.0,0.36,68.7,80.42,61.39,1.01
H&M,Brazil,2022,351.47,22.04,13,7382.57,240.35,586.28,201.15,69,0,38.46,102.12,6,4455,7015,0.22,Neutral,813.53,0.11,66.65,92.57,8.31,2.47
Zara,Vietnam,2016,320.76,22.47,17,8604.48,195.11,842.32,43.56,54,2,18.57,124.92,8,201,3435,-0.38,Positive,501.5,0.61,46.67,68.95,91.43,1.0
Forever 21,Indonesia,2021,370.26,18.59,7,10329.41,219.81,913.62,221.6,66,2,27.23,76.56,18,5732,3482,-0.28,Negative,652.85,0.95,94.81,41.84,67.92,4.9
Forever 21,Germany,2022,755.24,22.01,8,7768.61,345.13,850.78,181.59,42,1,14.87,111.73,7,6702,2210,-0.97,Negative,286.98,0.62,78.95,55.44,81.33,3.11
Zara,Vietnam,2022,474.82,20.27,6,8711.57,200.04,717.0,91.13,43,1,30.04,193.41,12,2872,4286,0.14,Negative,397.23,0.97,73.22,33.09,61.05,2.72
Zara,Bangladesh,2015,689.05,21.59,9,13566.53,250.78,1243.24,150.17,66,2,19.32,160.93,12,2667,6495,-0.36,Negative,408.36,0.23,25.27,20.07,70.74,4.1
Shein,Indonesia,2022,631.31,26.71,16,7792.53,112.63,684.4,130.21,41,0,25.08,157.62,13,4622,2213,-0.08,Neutral,509.73,0.42,81.59,43.03,91.3,1.34
H&M,Germany,2015,454.62,22.71,10,8285.34,116.43,552.64,92.95,63,1,25.35,100.6,9,6699,2512,-0.99,Neutral,479.91,0.17,67.5,23.61,91.17,3.34
Forever 21,Indonesia,2015,325.14,10.94,15,10882.2,127.77,1065.95,13.72,66,0,32.26,117.62,14,4034,1241,0.18,Negative,393.67,0.33,8.99,20.56,91.37,0.05
Shein,Turkey,2016,557.08,17.3,18,10395.15,210.06,641.21,123.28,42,0,28.97,106.54,3,1109,4590,-0.13,Neutral,506.35,0.53,99.7,28.23,39.41,3.38
H&M,China,2022,553.12,20.99,26,7857.7,228.29,788.03,136.99,42,2,19.89,109.94,9,6152,2854,0.97,Negative,961.26,0.92,5.99,26.64,30.05,0.92
Forever 21,Brazil,2021,394.08,11.17,25,9231.34,94.12,695.9,98.06,59,0,38.06,126.44,5,5721,2322,-0.26,Negative,351.08,0.65,56.89,6.03,6.21,1.53
Shein,Turkey,2017,322.99,22.16,7,15326.76,239.71,786.6,123.52,52,3,22.61,139.68,18,4614,5279,-0.77,Negative,755.6,0.68,47.17,21.78,4.34,2.69
Uniqlo,India,2017,387.47,17.25,23,9105.72,224.7,468.36,94.88,64,1,33.48,134.88,15,8494,3352,-0.72,Negative,-19.49,0.52,50.35,30.48,16.43,3.56
Shein,Indonesia,2023,620.3,12.84,25,7714.63,177.47,980.89,148.78,45,2,35.93,114.54,8,5881,6523,-0.15,Neutral,461.57,0.53,26.51,28.88,98.12,4.44
H&M,UK,2022,408.01,15.79,27,15547.66,229.97,644.19,182.61,62,0,18.29,105.33,10,8025,3339,0.4,Neutral,121.88,0.89,77.19,64.27,51.22,1.27
H&M,Brazil,2016,228.39,18.03,19,5855.65,333.58,329.69,86.59,68,0,31.85,131.76,13,2584,1868,-0.21,Neutral,466.08,0.15,63.07,98.69,85.42,3.79
Forever 21,Bangladesh,2021,582.44,16.42,19,11560.11,238.15,882.15,70.53,69,2,17.07,79.43,11,8982,132,-0.3,Positive,665.79,0.99,30.47,10.89,19.14,2.13
Zara,UK,2017,536.68,30.88,29,8960.73,333.49,1152.77,157.16,52,0,26.42,123.42,8,7650,3745,-0.29,Positive,185.44,0.37,52.76,55.81,86.55,3.91
Forever 21,India,2022,562.55,19.05,17,9422.23,230.0,1100.12,187.24,48,0,22.25,127.87,4,8818,498,0.35,Negative,461.5,0.6,93.58,60.2,63.46,3.0
Shein,India,2017,398.11,22.07,7,13825.4,293.25,715.26,116.49,61,1,12.94,134.46,4,5494,3234,-0.49,Negative,717.38,0.77,41.71,13.62,25.52,3.38
Forever 21,USA,2023,657.45,11.79,14,12425.22,211.1,679.46,185.83,49,1,38.95,104.5,11,8833,3506,-0.68,Negative,588.37,0.96,99.29,77.84,2.68,2.41
Shein,USA,2021,695.3,17.96,14,7623.08,186.68,814.2,148.82,53,1,26.27,152.01,12,6720,1398,-0.89,Negative,847.64,0.42,67.08,95.24,80.47,0.88
Forever 21,Germany,2016,640.72,16.07,24,8201.85,254.95,837.84,160.35,68,2,29.8,115.99,16,658,5017,-0.31,Positive,478.59,0.18,46.58,7.56,8.53,2.44
Shein,Indonesia,2018,902.81,21.48,19,7763.23,312.35,525.72,200.41,51,3,33.81,127.86,11,5630,694,-0.54,Neutral,656.67,0.12,1.02,29.7,92.3,3.11
Forever 21,Vietnam,2023,496.51,21.29,26,14128.12,281.34,914.75,105.54,53,1,33.24,139.27,13,1532,5571,-0.7,Neutral,646.14,1.0,53.15,33.64,71.38,3.1
H&M,China,2019,568.85,18.37,13,9489.75,185.75,569.03,160.53,60,2,38.27,132.61,3,142,3595,0.99,Positive,79.41,0.97,77.17,48.42,50.61,1.29
Uniqlo,UK,2015,224.83,11.01,23,7720.49,181.89,848.23,147.97,41,1,22.29,79.09,15,3480,3165,-0.29,Neutral,565.58,0.23,95.78,3.41,97.4,3.28
Forever 21,USA,2022,648.51,8.35,12,10931.1,151.81,898.16,76.91,55,0,37.81,105.64,12,9637,4694,0.67,Positive,501.45,0.44,72.9,85.45,62.03,4.27
H&M,Indonesia,2020,464.22,11.96,14,10581.58,291.42,540.61,195.3,43,0,29.71,101.25,17,7937,7262,0.61,Neutral,404.87,0.39,32.97,15.05,65.23,3.54
Shein,Brazil,2022,438.23,16.97,27,7630.4,240.35,1047.7,64.68,40,0,15.46,128.54,18,5427,3260,-0.75,Neutral,666.6,0.93,71.23,33.64,7.09,1.63
Shein,China,2020,580.75,17.03,27,17054.22,271.66,750.85,74.31,44,1,21.18,62.22,3,8535,1299,-0.59,Positive,707.24,0.33,98.73,61.54,44.05,1.15
Zara,Indonesia,2022,417.04,26.71,15,10382.14,276.22,872.95,95.55,42,0,11.82,152.62,18,6830,2985,-0.6,Neutral,138.7,0.13,31.56,82.56,39.91,2.08
Uniqlo,India,2016,745.27,18.99,20,15881.55,152.11,899.46,106.87,54,0,18.51,71.27,10,4015,5391,0.96,Positive,739.58,0.63,55.95,45.73,29.98,1.67
Shein,UK,2021,593.19,20.86,15,12306.21,268.28,720.79,56.58,41,2,38.97,146.77,12,2562,3282,0.13,Neutral,583.47,0.27,56.34,65.44,13.24,0.66
Forever 21,USA,2021,330.77,16.53,17,12390.45,192.34,505.26,169.4,43,1,36.07,89.75,19,9715,7740,-0.1,Positive,138.33,0.63,38.04,46.56,35.76,2.05
Uniqlo,Indonesia,2017,421.81,18.86,21,6559.94,221.59,985.65,169.98,56,1,27.34,196.06,5,726,4257,0.95,Negative,687.09,0.84,44.01,51.16,27.51,2.43
Forever 21,India,2021,633.55,23.11,19,6466.1,228.5,608.18,151.69,52,3,34.57,89.13,9,3114,4032,0.73,Positive,360.74,0.65,23.71,49.59,10.78,0.49
Uniqlo,Germany,2020,486.26,24.43,26,9389.26,223.58,640.93,293.07,46,1,10.49,154.5,16,5535,4119,-0.48,Neutral,622.9,0.58,29.1,91.95,99.0,4.35
Zara,Germany,2023,312.0,15.45,22,10067.47,298.48,931.43,111.36,64,0,21.46,87.53,19,2877,789,-0.47,Negative,657.26,0.36,63.18,65.12,20.63,1.08
Zara,USA,2017,506.7,20.37,23,8955.17,270.38,861.36,105.23,40,2,35.42,87.52,18,2707,7249,0.12,Positive,469.7,0.13,36.29,91.88,49.99,3.63
Zara,Germany,2020,678.62,21.39,22,10549.74,270.58,1033.79,169.6,44,1,30.49,102.88,12,1052,2855,-0.17,Neutral,289.73,0.57,38.61,47.93,51.25,3.46
Zara,China,2015,377.38,19.39,7,11566.42,142.97,932.32,163.06,50,1,26.95,145.61,13,9839,443,-0.41,Neutral,589.61,0.45,27.73,45.03,38.47,3.87
H&M,Turkey,2020,647.8,17.54,12,10929.45,200.98,451.73,215.23,47,0,31.4,127.94,8,4017,6449,-0.14,Negative,864.51,0.88,85.47,66.09,99.74,4.47
H&M,China,2019,454.75,14.69,18,14556.33,188.82,1113.21,171.72,48,2,15.44,134.53,19,5577,7858,-0.65,Negative,426.08,0.66,80.8,83.71,3.04,3.58
Forever 21,UK,2018,730.78,19.5,9,4810.99,206.87,412.82,155.33,40,2,29.9,151.01,16,4197,5425,-0.38,Positive,659.39,0.4,22.53,85.06,6.51,2.04
Zara,USA,2021,555.53,23.39,22,12143.85,249.6,801.91,181.06,40,1,17.13,145.41,3,2215,5562,0.73,Neutral,345.47,0.8,24.24,4.76,56.56,4.21
Zara,USA,2020,620.71,16.2,18,7006.61,169.94,613.95,89.05,53,0,38.04,127.12,19,5848,389,0.15,Negative,703.3,0.45,48.36,63.04,63.99,4.8
H&M,Turkey,2021,306.19,26.24,29,6958.56,289.25,819.39,138.08,59,1,31.93,104.3,15,8124,4574,0.12,Negative,557.42,0.84,18.47,3.06,16.19,2.26
Uniqlo,USA,2023,672.7,20.37,27,10609.33,247.81,788.88,244.75,54,1,30.51,53.76,9,6415,3697,-0.99,Neutral,358.25,0.92,15.2,43.53,5.72,1.87
Shein,India,2018,433.42,26.79,7,16468.26,227.41,862.72,176.2,55,3,38.52,102.4,10,7298,609,0.49,Neutral,271.3,0.23,2.62,51.89,58.15,0.17
Zara,Indonesia,2018,940.43,26.53,23,7208.19,240.78,670.87,200.25,67,2,13.71,168.04,6,2613,4717,-0.3,Neutral,496.89,0.47,52.6,79.64,26.83,4.71
